"",Marie Johns ,30 ,9.43%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",2 ,0.63%
"",Total... ,318 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,99 ,33.56%
"",Kathy Patterson ,194 ,65.76%
"","Write In, if any ",2 ,0.68%
"",Total... ,295 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,243 ,83.79%
"",A. Scott Bolden ,45 ,15.52%
"","Write In, if any ",2 ,0.69%
"",Total... ,290 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,125 ,59.52%
"",Philip Pannell ,81 ,38.57%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Precinct Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
Precinct 4 ,Precinct 4,"","",""
DEM - UNITED STATES SENATOR ,(Final) SG - UNITED STATES SENATOR ,"","",(Final)
"Write In, if any ","4 1.90% Write In, if any ","",0 ,0.00%
Total... ,210 100.00% Total... ,"",0 ,0.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) SG - UNITED STATES REPRESENTATIVE ,"","",(Final)
Mike Panetta ,109 56.19% Keith R. Ware ,"",0 ,0.00%
John J. Forster ,"24 12.37% Write In, if any ","",0 ,0.00%
James S. Bubar ,55 28.35% Total... ,"",0 ,0.00%
"Write In, if any ",6 3.09%,"","",""
Total... ,194 100.00%,"","",""
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",6 100.00%,"","",""
Total... ,6 100.00%,"","",""
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
David W. Kranich ,18 72.00%,"","",""
"Write In, if any ",7 28.00%,"","",""
Total... ,25 100.00%,"","",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",6 100.00%,"","",""
Total... ,6 100.00%,"","",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Marcus Skelton ,20 86.96%,"","",""
"Write In, if any ",3 13.04%,"","",""
Total... ,23 100.00%,"","",""
REP - UNITED STATES SENATOR ,(Final),"","",""
"Write In, if any ",2 100.00%,"","",""
Total... ,2 100.00%,"","",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",2 100.00%,"","",""
Total... ,2 100.00%,"","",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
Chris Otten ,0 0.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Ann C. Wilcox ,0 0.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,0 0.00%,"","",""
SG - UNITED STATES SENATOR ,(Final),"","",""
Joyce Robinson-Paul ,0 0.00%,"","",""
"","",Primary Election,"","",""
"","","September 12, 2006","","",""
"","",Precinct Report,"","",""
"","",District Of Columbia,"","",""
"","",Certified Election Night Results ,"","",""
Precinct 5 ,"",Precinct 5,"","",""
Registration & Turnout ,"","2,830 DEM - UNITED STATES SENATOR ","","",(Final)
Election Day Turnout ,"","760 26.86% Write In, if any ",15 ,"",3.26%
Absentee Turnout ,"",43 1.52% Total... ,460 ,"",100.00%
Provisional Turnout ,"",14 0.49%,"","",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"","",(Final)
Total... ,"",817 28.87% Mike Panetta ,232 ,"",59.49%
Democratic Registration & Turnout ,"","2,034 John J. Forster ",66 ,"",16.92%
Election Day Turnout ,"",719 35.35% James S. Bubar ,74 ,"",18.97%
Absentee Turnout ,"","38 1.87% Write In, if any ",18 ,"",4.62%
Provisional Turnout ,"",13 0.64% Total... ,390 ,"",100.00%
Total... ,"",770 37.86% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","",(Final)
Republican Registration & Turnout ,"","763 Write In, if any ",8 ,"",100.00%
Election Day Turnout ,"",41 5.37% Total... ,8 ,"",100.00%
Absentee Turnout ,"",4 0.52%,"","",""
Provisional Turnout ,"",1 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.13%,"","",(Final)
"","",David W. Kranich ,34 ,"",75.56%
Total... ,"","46 6.03% Write In, if any ",11 ,"",24.44%
DC Statehood Green Party Registration & Turnout ,"",33 Total... ,45 ,"",100.00%
Election Day Turnout ,"",0 0.00%,"","",""
Absentee Turnout ,"",1 REP - CHAIRMAN OF THE COUNCIL 3.03%,"","",(Final)
Provisional Turnout ,"","0 0.00% Write In, if any ",9 ,"",100.00%
Total... ,"",1 3.03% Total... ,9 ,"",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) REP - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
Andy Miscuk ,"",84 11.37% Marcus Skelton ,37 ,"",94.87%
Eleanor Holmes Norton ,"","651 88.09% Write In, if any ",2 ,"",5.13%
"Write In, if any ","",4 0.54% Total... ,39 ,"",100.00%
Total... ,"",739 100.00% REP - UNITED STATES SENATOR ,"","",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"","(Final) Write In, if any ",6 ,"",100.00%
Vincent Orange ,"",5 0.65% Total... ,6 ,"",100.00%
Adrian Fenty ,"",409 53.19% REP - UNITED STATES REPRESENTATIVE ,"","",(Final)
Michael A. Brown ,"","5 0.65% Write In, if any ",4 ,"",100.00%
Linda Cropp ,"",244 31.73%,"","",""
Artee (RT) Milligan ,"",1 0.13% Total... ,4 ,"",100.00%
Marie Johns ,"",105 13.65% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"","",(Final)
Nestor Djonkam ,"","0 0.00% Write In, if any ",0 ,"",0.00%
"Write In, if any ","",0 0.00% Total... ,0 ,"",0.00%
Total... ,"",769 100.00% SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"","",(Final)
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Chris Otten ,1 ,"",100.00%
Vincent C. Gray ,"","234 31.92% Write In, if any ",0 ,"",0.00%
Kathy Patterson ,"",498 67.94% Total... ,1 ,"",100.00%
"Write In, if any ","",1 0.14%,"","",""
"","",SG - CHAIRMAN OF THE COUNCIL ,"","",(Final)
Total... ,"",733 100.00%,"","",""
"","","Write In, if any ",0 ,"",0.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) Total... ,0 ,"",0.00%
Phil Mendelson ,"",583 84.01%,"","",""
A. Scott Bolden ,"",108 15.56% SG - AT-LARGE MEMBER OF THE COUNCIL ,"","",(Final)
"Write In, if any ","",3 0.43% Ann C. Wilcox ,1 ,"",100.00%
"","","Write In, if any ",0,"",""
Total... ,"",694 100.00% ,"","",0.00%
"","",Total... ,1 ,"",100.00%
DEM - UNITED STATES SENATOR ,"",(Final),"","",""
Michael D. Brown ,"",344 74.78% SG - UNITED STATES SENATOR ,"","",(Final)
Philip Pannell ,"",101 21.96% Joyce Robinson-Paul ,1 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 5 ,Precinct 6,"",""
SG - UNITED STATES SENATOR ,(Final) Registration & Turnout ,"","3,667"
"Write In, if any ",0 0.00% Election Day Turnout ,617 ,16.83%
Total... ,1 100.00% Absentee Turnout ,30 ,0.82%
"",Provisional Turnout ,11 ,0.30%
SG - UNITED STATES REPRESENTATIVE ,(Final),"",""
Keith R. Ware ,1 Total... 100.00%,658 ,17.94%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","2,383"
Total... ,1 100.00% Election Day Turnout ,567 ,23.79%
"",Absentee Turnout ,30 ,1.26%
"",Provisional Turnout ,8 ,0.34%
"",Total... ,605 ,25.39%
"",Republican Registration & Turnout ,"","1,231"
"",Election Day Turnout ,46 ,3.74%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,2 ,0.16%
"",Total... ,48 ,3.90%
"",DC Statehood Green Party Registration & Turnout ,"",53
"",Election Day Turnout ,4 ,7.55%
"",Absentee Turnout ,0 ,0.00%
"",Provisional Turnout ,1 ,1.89%
"",Total... ,5 ,9.43%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"",Andy Miscuk ,57 ,9.97%
"",Eleanor Holmes Norton ,512 ,89.51%
"","Write In, if any ",3 ,0.52%
"",Total... ,572 ,100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,3 ,0.50%
"",Adrian Fenty ,322 ,53.85%
"",Michael A. Brown ,1 ,0.17%
"",Linda Cropp ,177 ,29.60%
"",Artee (RT) Milligan ,0 ,0.00%
"",Marie Johns ,95 ,15.89%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",0 ,0.00%
"",Total... ,598 ,100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,176 ,30.99%
"",Kathy Patterson ,392 ,69.01%
"","Write In, if any ",0 ,0.00%
"",Total... ,568 ,100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,461 ,82.91%
"",A. Scott Bolden ,93 ,16.73%
"","Write In, if any ",2 ,0.36%
"",Total... ,556 ,100.00%
"",DEM - UNITED STATES SENATOR ,"",(Final)
"",Michael D. Brown ,269 ,72.70%
"",Philip Pannell ,89 ,24.05%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Precinct Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
Precinct 6 ,Precinct 6,"","",""
DEM - UNITED STATES SENATOR ,(Final) SG - UNITED STATES SENATOR ,"","",(Final)
"Write In, if any ","12 3.24% Write In, if any ","",0 ,0.00%
Total... ,370 100.00% Total... ,"",5 ,100.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) SG - UNITED STATES REPRESENTATIVE ,"","",(Final)
Mike Panetta ,168 53.00% Keith R. Ware ,"",5 ,100.00%
John J. Forster ,"65 20.50% Write In, if any ","",0 ,0.00%
James S. Bubar ,72 22.71% Total... ,"",5 ,100.00%
"Write In, if any ",12 3.79%,"","",""
Total... ,317 100.00%,"","",""
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",8 100.00%,"","",""
Total... ,8 100.00%,"","",""
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
David W. Kranich ,30 66.67%,"","",""
"Write In, if any ",15 33.33%,"","",""
Total... ,45 100.00%,"","",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",8 100.00%,"","",""
Total... ,8 100.00%,"","",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Marcus Skelton ,34 89.47%,"","",""
"Write In, if any ",4 10.53%,"","",""
Total... ,38 100.00%,"","",""
REP - UNITED STATES SENATOR ,(Final),"","",""
"Write In, if any ",6 100.00%,"","",""
Total... ,6 100.00%,"","",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"","",""
"Write In, if any ",4 100.00%,"","",""
Total... ,4 100.00%,"","",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"","",""
"Write In, if any ",2 100.00%,"","",""
Total... ,2 100.00%,"","",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"","",""
Chris Otten ,2 40.00%,"","",""
"Write In, if any ",3 60.00%,"","",""
Total... ,5 100.00%,"","",""
SG - CHAIRMAN OF THE COUNCIL ,(Final),"","",""
"Write In, if any ",2 100.00%,"","",""
Total... ,2 100.00%,"","",""
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"","",""
Ann C. Wilcox ,5 100.00%,"","",""
"Write In, if any ",0 0.00%,"","",""
Total... ,5 100.00%,"","",""
SG - UNITED STATES SENATOR ,(Final),"","",""
Joyce Robinson-Paul ,5 100.00%,"","",""
"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 7 ,"",Precinct 7,"",""
Registration & Turnout ,"","1,414 DEM - WARD THREE MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"",433 30.62% Sam Brooks 49 ,"",11.81%
Absentee Turnout ,"",20 1.41% Erik S. Gaull 72 ,"",17.35%
Provisional Turnout ,"",6 0.42% Eric Goulet 27 ,"",6.51%
Total... ,"",459 32.46% Cathy Wiss 28 ,"",6.75%
"","",Mary M. Cheh 144 ,"",34.70%
Democratic Registration & Turnout ,"",979 Robert Gordon 33 ,"",7.95%
Election Day Turnout ,"","400 40.86% Write In, if any 1 ","",0.24%
Absentee Turnout ,"",18 1.84%,"",""
Provisional Turnout ,"",6 Total... 415 0.61%,"",100.00%
Total... ,"",424 43.31% DEM - UNITED STATES SENATOR ,"",(Final)
"","",Michael D. Brown 197 ,"",70.61%
Republican Registration & Turnout ,"",416 Philip Pannell 77 ,"",27.60%
Election Day Turnout ,"","32 7.69% Write In, if any 5 ","",1.79%
Absentee Turnout ,"",2 0.48%,"",""
Provisional Turnout ,"",0 Total... 279 0.00%,"",100.00%
Total... ,"",34 8.17% DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
"","",Mike Panetta 152 ,"",58.69%
DC Statehood Green Party Registration & Turnout ,"",19 John J. Forster 49 ,"",18.92%
Election Day Turnout ,"",1 5.26% James S. Bubar 51 ,"",19.69%
Absentee Turnout ,"","0 0.00% Write In, if any 7 ","",2.70%
Provisional Turnout ,"",0 0.00%,"",""
"","",Total... 259 ,"",100.00%
Total... ,"",1 5.26%,"",""
"","",REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","(Final) Write In, if any 10 ","",100.00%
Andy Miscuk ,"",55 13.41%,"",""
Eleanor Holmes Norton ,"",351 Total... 10 85.61%,"",100.00%
"Write In, if any ","",4 0.98% REP - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",410 100.00% David W. Kranich 21 ,"",65.63%
"","","Write In, if any 11 ","",34.38%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final),"",""
Vincent Orange ,"",2 Total... 32 0.47%,"",100.00%
Adrian Fenty ,"",243 57.58% REP - CHAIRMAN OF THE COUNCIL ,"",(Final)
Michael A. Brown ,"","1 0.24% Write In, if any 8 ","",100.00%
Linda Cropp ,"",100 23.70% Total... 8 ,"",100.00%
Artee (RT) Milligan ,"",0 0.00%,"",""
Marie Johns ,"",74 REP - AT-LARGE MEMBER OF THE COUNCIL 17.54%,"",(Final)
Nestor Djonkam ,"",0 0.00% Marcus Skelton 23 ,"",79.31%
"Write In, if any ","","2 0.47% Write In, if any 6 ","",20.69%
Total... ,"",422 100.00% Total... 29 ,"",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) REP - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
Vincent C. Gray ,"",109 26.85% Theresa Conroy 24 ,"",82.76%
Kathy Patterson ,"","297 73.15% Write In, if any 5 ","",17.24%
"Write In, if any ","",0 0.00% Total... 29 ,"",100.00%
Total... ,"",406 100.00% REP - UNITED STATES SENATOR ,"",(Final)
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 3 ","",100.00%
Phil Mendelson ,"",332 83.21% Total... 3 ,"",100.00%
A. Scott Bolden ,"",67 16.79% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","0 0.00% Write In, if any 5 ","",100.00%
Total... ,"",399 100.00% Total... 5 ,"",100.00%
DEM - WARD THREE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Bill Rice ,"","25 6.02% Write In, if any 1 ","",100.00%
Paul Strauss ,"",35 8.43%,"",""
Jonathan Rees ,"",1 0.24% Total... 1 ,"",100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 7 ,Precinct 8,"",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final) Registration & Turnout ,"","2,811"
Chris Otten ,1 100.00% Election Day Turnout ,1125 ,40.02%
"Write In, if any ",0 0.00% Absentee Turnout ,43 ,1.53%
Total... ,1 100.00% Provisional Turnout ,16 ,0.57%
SG - CHAIRMAN OF THE COUNCIL ,(Final) Total... ,"1,184 ",42.12%
"Write In, if any ",1 100.00% Democratic Registration & Turnout ,"","2,050"
Total... ,1 100.00% Election Day Turnout ,1054 ,51.41%
"",Absentee Turnout ,42 ,2.05%
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final) Provisional Turnout ,14 ,0.68%
Ann C. Wilcox ,1 100.00%,"",""
"Write In, if any ",0 Total... 0.00%,"1,110 ",54.15%
Total... ,1 100.00% Republican Registration & Turnout ,"",729
"",Election Day Turnout ,69 ,9.47%
SG - WARD THREE MEMBER OF THE COUNCIL ,(Final) Absentee Turnout ,1 ,0.14%
"Write In, if any ",1 100.00% Provisional Turnout ,2 ,0.27%
Total... ,1 100.00% Total... ,72 ,9.88%
SG - UNITED STATES SENATOR ,(Final) DC Statehood Green Party Registration & Turnout ,"",32
Joyce Robinson-Paul ,1 100.00% Election Day Turnout ,2 ,6.25%
"Write In, if any ",0 0.00% Absentee Turnout ,0 ,0.00%
Total... ,1 100.00% Provisional Turnout ,0 ,0.00%
SG - UNITED STATES REPRESENTATIVE ,(Final) Total... ,2 ,6.25%
Keith R. Ware ,1 100.00% DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
"Write In, if any ",0 0.00% Andy Miscuk ,114 ,10.75%
Total... ,1 100.00% Eleanor Holmes Norton ,934 ,88.11%
"","Write In, if any ",12 ,1.13%
"",Total... ,"1,060 ",100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
"",Vincent Orange ,8 ,0.72%
"",Adrian Fenty ,634 ,57.38%
"",Michael A. Brown ,3 ,0.27%
"",Linda Cropp ,298 ,26.97%
"",Artee (RT) Milligan ,2 ,0.18%
"",Marie Johns ,160 ,14.48%
"",Nestor Djonkam ,0 ,0.00%
"","Write In, if any ",0 ,0.00%
"",Total... ,"1,105 ",100.00%
"",DEM - CHAIRMAN OF THE COUNCIL ,"",(Final)
"",Vincent C. Gray ,312 ,28.84%
"",Kathy Patterson ,768 ,70.98%
"","Write In, if any ",2 ,0.18%
"",Total... ,"1,082 ",100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final)
"",Phil Mendelson ,832 ,81.41%
"",A. Scott Bolden ,186 ,18.20%
"","Write In, if any ",4 ,0.39%
"",Total... ,"1,022 ",100.00%
"",DEM - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
"",Bill Rice ,62 ,5.67%
"",Paul Strauss ,86 ,7.87%
"",Jonathan Rees ,0 ,0.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 8 ,Precinct 8,"",""
DEM - WARD THREE MEMBER OF THE COUNCIL ,(Final) SG - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Sam Brooks ,114 10.43% Chris Otten ,0 ,0.00%
Erik S. Gaull ,"217 19.85% Write In, if any ",0 ,0.00%
Eric Goulet ,82 7.50% Total... ,0 ,0.00%
Cathy Wiss ,60 5.49%,"",""
Mary M. Cheh ,422 SG - CHAIRMAN OF THE COUNCIL 38.61%,"",(Final)
Robert Gordon ,"49 4.48% Write In, if any ",0 ,0.00%
"Write In, if any ",1 0.09% Total... ,0 ,0.00%
Total... ,"1,093 100.00% SG - AT-LARGE MEMBER OF THE COUNCIL ","",(Final)
DEM - UNITED STATES SENATOR ,(Final) Ann C. Wilcox ,1 ,100.00%
Michael D. Brown ,"499 74.59% Write In, if any ",0 ,0.00%
Philip Pannell ,153 22.87% Total... ,1 ,100.00%
"Write In, if any ",17 2.54% SG - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
Total... ,"669 100.00% Write In, if any ",0 ,0.00%
DEM - UNITED STATES REPRESENTATIVE ,(Final) Total... ,0 ,0.00%
Mike Panetta ,322 56.29% SG - UNITED STATES SENATOR ,"",(Final)
John J. Forster ,104 18.18% Joyce Robinson-Paul ,0 ,0.00%
James S. Bubar ,"120 20.98% Write In, if any ",0 ,0.00%
"Write In, if any ",26 4.55%,"",""
"",Total... ,0 ,0.00%
Total... ,572 100.00%,"",""
"",SG - UNITED STATES REPRESENTATIVE ,"",(Final)
REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,(Final) Keith R. Ware ,1 ,100.00%
"Write In, if any ","14 100.00% Write In, if any ",0 ,0.00%
Total... ,14 100.00% Total... ,1 ,100.00%
REP - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final),"",""
David W. Kranich ,38 62.30%,"",""
"Write In, if any ",23 37.70%,"",""
Total... ,61 100.00%,"",""
REP - CHAIRMAN OF THE COUNCIL ,(Final),"",""
"Write In, if any ",18 100.00%,"",""
Total... ,18 100.00%,"",""
REP - AT-LARGE MEMBER OF THE COUNCIL ,(Final),"",""
Marcus Skelton ,49 92.45%,"",""
"Write In, if any ",4 7.55%,"",""
Total... ,53 100.00%,"",""
REP - WARD THREE MEMBER OF THE COUNCIL ,(Final),"",""
Theresa Conroy ,46 75.41%,"",""
"Write In, if any ",15 24.59%,"",""
Total... ,61 100.00%,"",""
REP - UNITED STATES SENATOR ,(Final),"",""
"Write In, if any ",3 100.00%,"",""
Total... ,3 100.00%,"",""
REP - UNITED STATES REPRESENTATIVE ,(Final),"",""
"Write In, if any ",5 100.00%,"",""
Total... ,5 100.00%,"",""
SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,(Final),"",""
"Write In, if any ",0 0.00%,"",""
Total... ,0 0.00%,"",""
"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 9 ,"",Precinct 9,"",""
Registration & Turnout ,"","1,501 DEM - WARD THREE MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"",466 31.05% Sam Brooks 74 ,"",17.45%
Absentee Turnout ,"",18 1.20% Erik S. Gaull 42 ,"",9.91%
Provisional Turnout ,"",4 0.27% Eric Goulet 11 ,"",2.59%
Total... ,"",488 32.51% Cathy Wiss 26 ,"",6.13%
"","",Mary M. Cheh 169 ,"",39.86%
Democratic Registration & Turnout ,"",896 Robert Gordon 15 ,"",3.54%
Election Day Turnout ,"","413 46.09% Write In, if any 1 ","",0.24%
Absentee Turnout ,"",17 1.90%,"",""
Provisional Turnout ,"",4 Total... 424 0.45%,"",100.00%
Total... ,"",434 48.44% DEM - UNITED STATES SENATOR ,"",(Final)
"","",Michael D. Brown 165 ,"",68.75%
Republican Registration & Turnout ,"",596 Philip Pannell 66 ,"",27.50%
Election Day Turnout ,"","52 8.72% Write In, if any 9 ","",3.75%
Absentee Turnout ,"",1 0.17%,"",""
Provisional Turnout ,"",0 Total... 240 0.00%,"",100.00%
Total... ,"",53 8.89% DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
"","",Mike Panetta 104 ,"",49.06%
DC Statehood Green Party Registration & Turnout ,"",9 John J. Forster 40 ,"",18.87%
Election Day Turnout ,"",1 11.11% James S. Bubar 59 ,"",27.83%
Absentee Turnout ,"","0 0.00% Write In, if any 9 ","",4.25%
Provisional Turnout ,"",0 0.00%,"",""
"","",Total... 212 ,"",100.00%
Total... ,"",1 11.11%,"",""
"","",REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","(Final) Write In, if any 4 ","",100.00%
Andy Miscuk ,"",58 14.01%,"",""
Eleanor Holmes Norton ,"",354 Total... 4 85.51%,"",100.00%
"Write In, if any ","",2 0.48% REP - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",414 100.00% David W. Kranich 35 ,"",76.09%
"","","Write In, if any 11 ","",23.91%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final),"",""
Vincent Orange ,"",1 Total... 46 0.23%,"",100.00%
Adrian Fenty ,"",181 41.71% REP - CHAIRMAN OF THE COUNCIL ,"",(Final)
Michael A. Brown ,"","1 0.23% Write In, if any 5 ","",100.00%
Linda Cropp ,"",142 32.72% Total... 5 ,"",100.00%
Artee (RT) Milligan ,"",0 0.00%,"",""
Marie Johns ,"",106 REP - AT-LARGE MEMBER OF THE COUNCIL 24.42%,"",(Final)
Nestor Djonkam ,"",0 0.00% Marcus Skelton 34 ,"",87.18%
"Write In, if any ","","3 0.69% Write In, if any 5 ","",12.82%
Total... ,"",434 100.00% Total... 39 ,"",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) REP - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
Vincent C. Gray ,"",104 24.64% Theresa Conroy 44 ,"",95.65%
Kathy Patterson ,"","316 74.88% Write In, if any 2 ","",4.35%
"Write In, if any ","",2 0.47% Total... 46 ,"",100.00%
Total... ,"",422 100.00% REP - UNITED STATES SENATOR ,"",(Final)
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 0 ","",0.00%
Phil Mendelson ,"",340 86.08% Total... 0 ,"",0.00%
A. Scott Bolden ,"",52 13.16% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","3 0.76% Write In, if any 1 ","",100.00%
Total... ,"",395 100.00% Total... 1 ,"",100.00%
DEM - WARD THREE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Bill Rice ,"","28 6.60% Write In, if any 0 ","",0.00%
Paul Strauss ,"",57 13.44%,"",""
Jonathan Rees ,"",1 0.24% Total... 0 ,"",0.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Precinct Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
Precinct 9 ,Precinct 10,"",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA ,(Final) Registration & Turnout ,"","2,262"
Chris Otten ,1 100.00% Election Day Turnout ,800 ,35.37%
"Write In, if any ",0 0.00% Absentee Turnout ,29 ,1.28%
Total... ,1 100.00% Provisional Turnout ,11 ,0.49%
SG - CHAIRMAN OF THE COUNCIL ,(Final) Total... ,840 ,37.14%
"Write In, if any ",0 0.00% Democratic Registration & Turnout ,"","1,659"
Total... ,0 0.00% Election Day Turnout ,609 ,36.71%
"",Absentee Turnout ,26 ,1.57%
SG - AT-LARGE MEMBER OF THE COUNCIL ,(Final) Provisional Turnout ,11 ,0.66%
Ann C. Wilcox ,1 100.00%,"",""
"Write In, if any ",0 Total... 0.00%,646 ,38.94%
Total... ,1 100.00% Republican Registration & Turnout ,"",580
"",Election Day Turnout ,41 ,7.07%
SG - WARD THREE MEMBER OF THE COUNCIL ,(Final) Absentee Turnout ,2 ,0.34%
